rank,tier,priority_score,formula_tier,formula_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,pnl_fresh,pnl_age_days,pnl_snapshot_at_iso,avg_buy_usd,gmgn_realized_profit_usd,gmgn_pnl_ratio,gmgn_winrate,gmgn_buy_count,gmgn_sell_count,gmgn_period,gmgn_snapshot_at_iso,gmgn_tags,okx_win_rate,okx_avg_buy_value_usd,okx_preferred_mcap,okx_buy_tx_count,okx_snapshot_at_iso,kol_like,owner_manual_label,owner_manual_notes,sources,tags,provider_tags,token_tags,llm_verdict,llm_confidence,llm_recommended_action,llm_reasoning,llm_reviewed_at_iso,llm_review_fresh,llm_score_adjustment,llm_formula_disagreement,stale_review_count,stale_candidate,stale_reason,manual_rating,manual_notes
41,B,123.7,B,123.7,FdwVhbBQhY9rwF5yaZwVH2SK6jhtxj67idgVrrGgAmKS,https://gmgn.ai/sol/address/FdwVhbBQhY9rwF5yaZwVH2SK6jhtxj67idgVrrGgAmKS,,,,2,2,0.400,5,5,1.26,0.3,2026-05-10T20:12:15.000Z,2026-05-12T06:42:34.187Z,74240,1126,104.06410365643,0,yes,0.3,2026-05-12T06:42:34.187Z,0.004849572738812946,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
42,C,122.8,C,122.8,99i9uVA7Q56bY22ajKKUfTZTgTeP5yCtVGsrG9J4pDYQ,https://gmgn.ai/sol/address/99i9uVA7Q56bY22ajKKUfTZTgTeP5yCtVGsrG9J4pDYQ,Zrool 尔,TheRealZrool,Zrool 尔,1,1,0.167,6,5,1.51,0.3,2026-05-10T20:11:43.000Z,2026-05-12T06:42:32.172Z,28902,,886.6118740381177,0,yes,0.3,2026-05-12T06:42:32.172Z,0.013012982583800233,,,,,,,,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|bullx|wash_trader,bundler|transfer_in|paper_hands,,,,,,no,0,no,0,no,,,
43,A,122.3,A,122.3,2tMtxBCdF7NWZxVdmBU2DFYBapEAruJVR7KWmZYSkroi,https://gmgn.ai/sol/address/2tMtxBCdF7NWZxVdmBU2DFYBapEAruJVR7KWmZYSkroi,,,,3,3,0.750,4,4,4,4.3,2026-05-08T05:56:07.000Z,2026-05-08T08:07:33.543Z,126745,,3.71894461966,0,no,4.3,2026-05-08T08:07:33.543Z,0.00006162165951846984,,,0.5493827160493827,,,7d,2026-05-12T14:30:06.797Z,gmgn,55.59,84.3951476441,<100K,1063,2026-05-12T14:30:12.120Z,no,data_sufficient,Owner: has GMGN data; do not treat as insufficient_data solely from sparse local sightings.,gmgn,smart_degen,,,genuine_smart_trader,70,watch,"High win rate and preferred mcap <100K with positive PnL, but local sightings are entirely holder signals so recent trading behavior is not captured.",2026-05-12T14:31:42.838Z,yes,0,no,0,no,,,
44,A,122.3,A,122.3,M8fe7UqgeFzw2arbSHCTLKyi5qW9KiC8bigC1TGS3G9,https://gmgn.ai/sol/address/M8fe7UqgeFzw2arbSHCTLKyi5qW9KiC8bigC1TGS3G9,,,,3,3,0.750,4,4,4,4.3,2026-05-07T14:51:22.000Z,2026-05-08T08:07:27.489Z,122472,,-26.15459134652,0,no,4.3,2026-05-08T08:07:27.489Z,0.0001886488473745097,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
45,B,121.9,B,121.9,DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,https://gmgn.ai/sol/address/DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,,,,2,2,0.286,7,7,1.77,0.3,2026-05-08T05:25:01.000Z,2026-05-12T06:42:46.145Z,111610,,15.89521578915,0,yes,0.3,2026-05-12T06:42:46.145Z,0.0003741957505203047,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
46,B,121.1,B,121.1,HW1wbyPSa7QTqjRzD4kCKZyBbXFzR8cA7sJqBrzrJ6o4,https://gmgn.ai/sol/address/HW1wbyPSa7QTqjRzD4kCKZyBbXFzR8cA7sJqBrzrJ6o4,,,,2,2,0.667,3,3,3,1.4,2026-05-10T20:16:05.000Z,2026-05-11T05:34:06.309Z,74240,,154.59280551155,0,yes,1.4,2026-05-11T05:34:06.309Z,0.0001802589770068261,,,,,,,,,,,,,,no,,,gmgn,smart_degen,fresh_wallet|axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
47,C,120.5,C,120.5,BQVz7fQ1WsQmSTMY3umdPEPPTm1sdcBcX9sP7o6kPRmB,https://gmgn.ai/sol/address/BQVz7fQ1WsQmSTMY3umdPEPPTm1sdcBcX9sP7o6kPRmB,Limfork.eth,Limfork,Limfork.eth,1,1,0.333,3,3,0.76,0.3,2026-05-07T12:35:57.000Z,2026-05-12T06:42:34.190Z,79098,,970.50099768175,0,yes,0.3,2026-05-12T06:42:34.190Z,0.0045862373019214114,,,,,,,,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|bullx,bundler|paper_hands,,,,,,no,0,no,0,no,,,
48,B,120.1,B,111.6,55ZQuSoWHxHkCxzZvU4QP6FyNAcc6y62d3FKiEghPzAH,https://gmgn.ai/sol/address/55ZQuSoWHxHkCxzZvU4QP6FyNAcc6y62d3FKiEghPzAH,,,,2,2,0.400,5,5,1.26,0.3,2026-05-10T20:19:14.000Z,2026-05-12T06:42:46.145Z,54000,,-10.92382844212,0,yes,0.3,2026-05-12T06:42:46.145Z,0.00019705581298941284,,,0.609375,,,7d,2026-05-12T14:30:08.291Z,smart_degen|axiom,68.66,216.9036142353,<100K,208,2026-05-12T14:30:15.690Z,no,good_profitable_smart_wallet,Owner: good profitable smart wallet.,gmgn,smart_degen,axiom,bundler|paper_hands,genuine_smart_trader,85,promote,"OKX analytics show strong profitability (PnL $4,785) and high win rate (68.66%), with 174 buys in <100K mcap range matching target strategy; harvester sightings are holder-only due to data limitations.",2026-05-12T14:31:53.714Z,yes,8.5,no,0,no,,,
49,B,119.1,B,116.8,6Dt9J7TXM3eqyQBAZMbGJCV6VsP13WVStwPJnLPFtw2Y,https://gmgn.ai/sol/address/6Dt9J7TXM3eqyQBAZMbGJCV6VsP13WVStwPJnLPFtw2Y,,,,2,2,0.667,3,3,1.03,1.4,2026-05-10T20:52:08.000Z,2026-05-11T05:33:34.162Z,15143,,28.97886213525,0,yes,1.4,2026-05-11T05:33:34.162Z,0.0002939344568655696,,,0.569620253164557,,,7d,2026-05-12T14:30:09.304Z,trojan|gmgn,59.55,146.8248795865,100K-1M,385,2026-05-12T14:30:18.100Z,no,data_sufficient_mixed_profitability,"Owner: has data; not profitable in 7D, profitable in 30D, not the best.",gmgn,smart_degen,trojan|gmgn,bundler,genuine_smart_trader,75,keep,"OKX data shows profitability (PnL $508.68) and decent win rate (59.55%), with preferred mcap 100K-1M aligning with target strategy; harvester context sparse but analytics indicate active trading.",2026-05-12T14:31:53.714Z,yes,2.3,no,0,no,,,
50,B,117.6,B,117.6,G4dZH7s2KZz1DJk1eJcsAAmMqtPrmeT2dbgrz5UNMYxq,https://gmgn.ai/sol/address/G4dZH7s2KZz1DJk1eJcsAAmMqtPrmeT2dbgrz5UNMYxq,,,,2,2,0.222,9,8,2.26,0.3,2026-05-10T05:18:07.000Z,2026-05-12T06:42:16.139Z,125441,1131,-85.634479692,0,yes,0.3,2026-05-12T06:42:16.139Z,0.00041245922570116045,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
51,B,116.9,B,116.9,BVrGGCNcZxNSChWa7XEnGDPJZQTgCmfQYurzDMimnQVr,https://gmgn.ai/sol/address/BVrGGCNcZxNSChWa7XEnGDPJZQTgCmfQYurzDMimnQVr,,,,2,2,0.500,4,4,4,1.4,2026-05-10T22:05:06.000Z,2026-05-11T05:34:06.309Z,74240,,252.41814624724,0,yes,1.4,2026-05-11T05:34:06.309Z,0.00005474233274405902,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands|bundler,,,,,,no,0,no,0,no,,,
52,B,116.6,B,116.6,GGjSUonDLxoVpDYgJa9ZuudyRvHsRbtHegezdgwsf7be,https://gmgn.ai/sol/address/GGjSUonDLxoVpDYgJa9ZuudyRvHsRbtHegezdgwsf7be,,,,2,2,1.000,2,2,2,4.3,2026-05-07T22:46:53.000Z,2026-05-08T08:07:27.489Z,144159,,149.83402784917,0,no,4.3,2026-05-08T08:07:27.489Z,0.00021368913314360953,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
53,B,116.6,B,116.6,J6kZjUBfRhgxXjcQWTyLJimZWKHT4evAJSmhN9rHAQkr,https://gmgn.ai/sol/address/J6kZjUBfRhgxXjcQWTyLJimZWKHT4evAJSmhN9rHAQkr,,,,2,2,0.667,3,3,1.03,1.4,2026-05-10T15:32:19.000Z,2026-05-11T05:33:34.161Z,15143,,26.60729254129,0,yes,1.4,2026-05-11T05:33:34.161Z,0.00011558134421095285,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
54,B,115.9,B,114.1,2HpEemeT7HawRakzj3ckwfPxmgPnji6z7z9yox1sNR8D,https://gmgn.ai/sol/address/2HpEemeT7HawRakzj3ckwfPxmgPnji6z7z9yox1sNR8D,,,,2,2,0.500,4,4,4,1.4,2026-05-11T01:58:44.000Z,2026-05-11T05:34:06.310Z,74240,100,86.54094654082,0,yes,1.4,2026-05-11T05:34:06.310Z,0.000055797852185120825,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,bundler|paper_hands,bot_or_sniper,60,keep,High number of sightings in a short timeframe with large unrealized holdings and bundler tags suggest automated or rapid-fire trading behavior.,2026-05-12T11:07:23.289Z,yes,1.8,no,0,no,,,
55,B,115.9,B,115.9,8E1G1qWQZERejrGLF1ye66cx1xBUGp2Tahh6tTGYsPsB,https://gmgn.ai/sol/address/8E1G1qWQZERejrGLF1ye66cx1xBUGp2Tahh6tTGYsPsB,加密帅,xlxl114,加密帅,2,2,1.000,2,2,0.69,1.4,2026-05-10T05:10:31.000Z,2026-05-11T05:33:22.267Z,99339,,-2.02589863529,0,yes,1.4,2026-05-11T05:33:22.267Z,0.00013911012784899418,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|axiom|gmgn,paper_hands|bundler,,,,,,no,0,no,0,no,,,
56,B,115.6,B,115.6,HEq5VR1iu2cMC899q76BCQnFTTJrtay7NZPzmhCAWtrQ,https://gmgn.ai/sol/address/HEq5VR1iu2cMC899q76BCQnFTTJrtay7NZPzmhCAWtrQ,,,,2,2,0.400,5,5,5,4.3,2026-05-07T03:41:37.000Z,2026-05-08T08:08:34.976Z,135556,,7166.086751890524,0.66,no,4.3,2026-05-08T08:08:34.976Z,47.68287814045281,,,,,,,,,,,,,,no,,,gmgn|okx,smart_degen|smart_money,,,,,,,,no,0,no,0,no,,,
57,A,115.1,A,115.1,RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,https://gmgn.ai/sol/address/RTYizu6bjvFTBfiS56cEoqkKRqk5xa5VBKsHQUeUNDs,,,,3,3,0.500,6,6,6,4.3,2026-05-08T05:19:50.000Z,2026-05-08T08:07:33.542Z,100772,,36.86278831503,0,no,4.3,2026-05-08T08:07:33.542Z,0.00021639520754549815,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
58,A,115.1,A,115.1,zzzCaz9jTFBka6vypB26BeyKK9BTqyFYyFzqZtM6sUa,https://gmgn.ai/sol/address/zzzCaz9jTFBka6vypB26BeyKK9BTqyFYyFzqZtM6sUa,,,,3,3,0.500,6,6,6,4.3,2026-05-08T05:55:19.000Z,2026-05-08T08:07:33.544Z,123909,,6.20527152799,0,no,4.3,2026-05-08T08:07:33.544Z,0.00009446710372547606,,,,,,,,,,,,,,no,,,gmgn,smart_degen,,,,,,,,no,0,no,0,no,,,
59,C,114.8,C,114.8,GxBBPPKgEjUEXJTcbnrouUCmHryExLhKFysb3oFQxvZ1,https://gmgn.ai/sol/address/GxBBPPKgEjUEXJTcbnrouUCmHryExLhKFysb3oFQxvZ1,,,,1,1,1.000,1,1,1,1.4,2026-05-10T06:20:33.000Z,2026-05-11T05:33:22.266Z,119579,3597,3018.10230995782,0,yes,1.4,2026-05-11T05:33:22.266Z,0.00014029833268541033,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler,,,,,,no,0,no,0,no,,,
60,C,114.7,C,114.7,Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,https://gmgn.ai/sol/address/Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,theo,theonomix,theo,1,1,0.250,4,4,1.01,0.3,2026-05-07T02:29:37.000Z,2026-05-12T06:42:46.148Z,131302,,94.33030828864,0,yes,0.3,2026-05-12T06:42:46.148Z,0.000005396851971359397,,,,,,,,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|photon|gmgn|padre,bundler|paper_hands|sniper,,,,,,no,0,no,0,no,,,
61,C,114.7,C,114.7,FdLwz7ckqRC3HvqBDREo68pkfK1ZWk3bxwL8VpEtRK5F,https://gmgn.ai/sol/address/FdLwz7ckqRC3HvqBDREo68pkfK1ZWk3bxwL8VpEtRK5F,,,,1,1,1.000,1,1,1,1.4,2026-05-10T06:20:33.000Z,2026-05-11T05:33:22.264Z,119579,,2841.956201143,0,yes,1.4,2026-05-11T05:33:22.264Z,0.00014970280469817556,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler,,,,,,no,0,no,0,no,,,
62,C,114.5,C,114.5,Az7xgPfitG2FyPrfHKW6FWp9H3QH8MuSo8GgD6beWTj2,https://gmgn.ai/sol/address/Az7xgPfitG2FyPrfHKW6FWp9H3QH8MuSo8GgD6beWTj2,,,,1,1,1.000,1,1,1,1.4,2026-05-10T06:20:33.000Z,2026-05-11T05:33:22.265Z,119579,,2718.26840896776,0,yes,1.4,2026-05-11T05:33:22.265Z,0.00016482412173189357,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler,,,,,,no,0,no,0,no,,,
63,C,114.4,C,114.4,5qWge4zUyQenk53EhAAQ5yP4LWxuvdqJpRBZZbGd4tv9,https://gmgn.ai/sol/address/5qWge4zUyQenk53EhAAQ5yP4LWxuvdqJpRBZZbGd4tv9,Mystayor 兽 💹🧲,Mystayor,Mystayor 兽 💹🧲,1,1,1.000,1,1,0.34,1.4,2026-05-10T22:21:08.000Z,2026-05-11T05:33:22.266Z,119579,,7.223041785659849,0,yes,1.4,2026-05-11T05:33:22.266Z,0.000158076853986494,,,,,,,,,,,,,,yes,,,okx|gmgn,kol|renowned,kol|fomo,paper_hands,,,,,,no,0,no,0,no,,,
64,B,114.1,B,114.1,Bapcdwy318WjUcQhUiZWgUksdZpRSWWWsXfvWKf31nH9,https://gmgn.ai/sol/address/Bapcdwy318WjUcQhUiZWgUksdZpRSWWWsXfvWKf31nH9,,,,2,2,0.500,4,4,1.37,1.4,2026-05-07T19:42:37.000Z,2026-05-11T05:33:58.284Z,139905,,85.57501444092,0,yes,1.4,2026-05-11T05:33:58.284Z,0.0005767644327149075,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
65,C,113.9,C,113.9,HArDKfcLELHAGj37UqBstSe5DzdSZKmFCTxgMbZ4a5Na,https://gmgn.ai/sol/address/HArDKfcLELHAGj37UqBstSe5DzdSZKmFCTxgMbZ4a5Na,,,,1,1,1.000,1,1,0.34,1.4,2026-05-10T05:11:50.000Z,2026-05-11T05:33:22.261Z,119579,8,0,0,yes,1.4,2026-05-11T05:33:22.261Z,0.0005327985573078071,,,,,,,,,,,,,,no,,,okx|gmgn,smart_money|smart_degen,axiom,bundler,,,,,,no,0,no,0,no,,,
66,B,113.7,B,111.6,1aC2FgH1tujX87Bv9yMVbda2sPiRDNCsjMJoJjw3n6C,https://gmgn.ai/sol/address/1aC2FgH1tujX87Bv9yMVbda2sPiRDNCsjMJoJjw3n6C,,,,2,2,0.400,5,5,1.26,0.3,2026-05-10T21:17:04.000Z,2026-05-12T06:42:36.124Z,125441,,-9.23585531868,0,yes,0.3,2026-05-12T06:42:36.124Z,0.00008348367046194768,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,paper_hands,genuine_smart_trader,70,keep,"Multiple sightings across various low-cap tokens with a mix of hold and sell actions and some realized profit, consistent with early micro-cap trading.",2026-05-12T11:07:23.289Z,yes,2.1,no,0,no,,,
67,C,112.7,C,112.7,7gZ3LHoFfxagH81pkn77NpVDVtkgvEEKBhsXFpuXkw9j,https://gmgn.ai/sol/address/7gZ3LHoFfxagH81pkn77NpVDVtkgvEEKBhsXFpuXkw9j,,,,1,1,0.250,4,4,1.37,1.4,2026-05-11T00:44:04.000Z,2026-05-11T05:33:58.285Z,119579,1619,265.49443701066,0,yes,1.4,2026-05-11T05:33:58.285Z,0.0006180774249489294,,,,,,,,,,,,,,no,,,gmgn|okx,smart_degen|smart_money,axiom,paper_hands,,,,,,no,0,no,0,no,,,
68,C,112.5,C,112.5,7fnSsVNgKwnyPayW4oBP9MNFc5YeTtqEyEhT1Psjqakw,https://gmgn.ai/sol/address/7fnSsVNgKwnyPayW4oBP9MNFc5YeTtqEyEhT1Psjqakw,,,,1,1,0.167,6,6,1.51,0.3,2026-05-10T20:13:15.000Z,2026-05-12T06:42:34.187Z,28902,,2547.24872316785,0,yes,0.3,2026-05-12T06:42:34.187Z,0.002866917108321926,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
69,C,111.8,C,111.8,2UpG5uM1MXGbQG6d57ofaRCG3r9KQYxKtqqWCNJuKifb,https://gmgn.ai/sol/address/2UpG5uM1MXGbQG6d57ofaRCG3r9KQYxKtqqWCNJuKifb,,,,1,1,1.000,1,1,1,1.4,2026-05-10T20:09:28.000Z,2026-05-11T05:34:06.307Z,28902,,941.80817914258,0,yes,1.4,2026-05-11T05:34:06.307Z,0.00002161892071212208,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
70,B,111.6,B,111.6,4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8,https://gmgn.ai/sol/address/4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8,xunle,xunle111,xunle,2,2,1.000,2,2,2,4.3,2026-05-07T19:51:23.000Z,2026-05-08T08:07:21.504Z,105200,,130.2549303903,0,no,4.3,2026-05-08T08:07:21.504Z,0.00021964788583297577,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|gmgn,bundler|paper_hands,insufficient_data,25,watch,"Only two sightings from holder endpoints with no trade data, despite provider tags suggesting KOL status, so context is too limited for confident assessment.",2026-05-12T11:36:30.870Z,yes,0,no,0,no,,,
71,C,111.1,C,111.1,64ozFG3EAKga6PugXZjdoU5uvbNiN3r1RsTodJvpBShH,https://gmgn.ai/sol/address/64ozFG3EAKga6PugXZjdoU5uvbNiN3r1RsTodJvpBShH,,,,1,1,0.500,2,2,0.51,0.3,2026-05-08T07:40:13.000Z,2026-05-12T06:42:46.142Z,148473,0,0,0,yes,0.3,2026-05-12T06:42:46.142Z,0.0003826835217233441,,,,,,,,,,,,,,no,,,okx|gmgn,smart_money|smart_degen,axiom|photon|gmgn,,,,,,,no,0,no,0,no,,,
72,B,110.7,B,110.7,BL9mJiRQkfB9i9tMGZX2tSRFqbZVyXdPRKLyiYxkZbGM,https://gmgn.ai/sol/address/BL9mJiRQkfB9i9tMGZX2tSRFqbZVyXdPRKLyiYxkZbGM,,,,2,2,0.400,5,5,1.71,1.4,2026-05-10T12:52:08.000Z,2026-05-11T05:33:58.285Z,129695,435,60.78413420855,0,yes,1.4,2026-05-11T05:33:58.285Z,0.00024255136303292209,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
73,C,110.1,C,110.1,39RBACr1ijDzQwDUbWBv4cRoDKGxWwCxdJ9udA8Jhu6W,https://gmgn.ai/sol/address/39RBACr1ijDzQwDUbWBv4cRoDKGxWwCxdJ9udA8Jhu6W,,,,1,1,0.167,6,5,1.52,0.3,2026-05-10T05:47:20.000Z,2026-05-12T06:42:34.186Z,119579,,-20.80181463353,0,yes,0.3,2026-05-12T06:42:34.186Z,0.003713751165949373,,,,,,,,,,,,,,no,,,okx|gmgn,smart_money|smart_degen,padre,paper_hands|bundler,,,,,,no,0,no,0,no,,,
74,C,109.7,C,109.7,8wq2nhV9YaqTtX3aPMdtmhYrzQyoQCdFpWFNqpySux94,https://gmgn.ai/sol/address/8wq2nhV9YaqTtX3aPMdtmhYrzQyoQCdFpWFNqpySux94,,,,1,1,0.143,7,6,1.76,0.3,2026-05-10T20:13:15.000Z,2026-05-12T06:42:34.187Z,28902,,599.48029763639,0,yes,0.3,2026-05-12T06:42:34.187Z,0.003177982234462318,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
75,C,108,C,108,9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,https://gmgn.ai/sol/address/9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,Nach,NachSOL,Nach,1,1,0.143,7,6,1.76,0.3,2026-05-10T22:30:11.000Z,2026-05-12T06:42:34.192Z,119579,1332,-537.0258086557,0,yes,0.3,2026-05-12T06:42:34.192Z,0.0005549245361809518,,,,,,,,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|photon|gmgn,bundler|paper_hands|top_holder,,,,,,no,0,no,0,no,,,
76,B,107.6,B,107.6,J3CuQHzVmSvrYSMhvUU2dTsZB9Z4R2UKENyhDiJ5W95K,https://gmgn.ai/sol/address/J3CuQHzVmSvrYSMhvUU2dTsZB9Z4R2UKENyhDiJ5W95K,0x高达,ARICHCOO,0x高达,2,2,0.333,6,6,1.51,0.3,2026-05-10T05:34:20.000Z,2026-05-12T06:42:32.172Z,134043,,-3.7791356258776965,0,yes,0.3,2026-05-12T06:42:32.172Z,0.012149452483378387,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|gmgn,paper_hands|bundler,,,,,,no,0,no,0,no,,,
77,C,107.5,C,107.5,FKHvdDnYoWHQ2sMgM2LMg3VWyAuTdpzJS8LVMevXh9XG,https://gmgn.ai/sol/address/FKHvdDnYoWHQ2sMgM2LMg3VWyAuTdpzJS8LVMevXh9XG,,,,1,1,1.000,1,1,1,1.4,2026-05-11T00:31:40.000Z,2026-05-11T05:34:06.309Z,28902,,178.41666045988,0,yes,1.4,2026-05-11T05:34:06.309Z,0.000031389557960647236,,,,,,,,,,,,,,no,,,gmgn,smart_degen,padre,paper_hands,,,,,,no,0,no,0,no,,,
78,C,107.3,C,107.3,Br7KBAcGQ3shoHaTuFrvbkGTxv4oSiMLKMmyVpaXar1t,https://gmgn.ai/sol/address/Br7KBAcGQ3shoHaTuFrvbkGTxv4oSiMLKMmyVpaXar1t,,,,1,1,0.500,2,2,1.91,0.3,2026-05-10T06:20:33.000Z,2026-05-12T06:42:34.187Z,119579,,2442.47028613289,0,yes,0.3,2026-05-12T06:42:34.187Z,0.0003676109880395506,,,,,,,,,,,,,,no,,,gmgn,smart_degen,axiom,bundler|paper_hands,,,,,,no,0,no,0,no,,,
79,C,106.7,C,106.7,4LWXdfSb13EemLs9DqEUcPFs9LM8xvMNwxWibyt57tw5,https://gmgn.ai/sol/address/4LWXdfSb13EemLs9DqEUcPFs9LM8xvMNwxWibyt57tw5,TRADER Corporation,TRADER,TRADER Corporation,1,1,1.000,1,1,1,1.4,2026-05-10T20:14:27.000Z,2026-05-11T05:34:06.309Z,28902,,131.51963772031,0,yes,1.4,2026-05-11T05:34:06.309Z,0.00018560549373564027,,,,,,,,,,,,,,yes,,,gmgn,smart_degen,padre|fomo,bundler|paper_hands,,,,,,no,0,no,0,no,,,
80,B,106.6,B,106.6,8gW5oJqmrDk7Ja8kpTcwba3tDFx4PuexgYg9QdCCZDiM,https://gmgn.ai/sol/address/8gW5oJqmrDk7Ja8kpTcwba3tDFx4PuexgYg9QdCCZDiM,▲lex,AlekssRG,▲lex,2,2,0.222,9,9,2.26,0.3,2026-05-10T07:41:04.000Z,2026-05-12T06:42:36.124Z,99339,,0,0,yes,0.3,2026-05-12T06:42:36.124Z,0,,,,,,,,,,,,,,yes,,,gmgn,renowned,kol|gmgn,transfer_in|paper_hands,,,,,,no,0,no,0,no,,,
81,C,106.1,C,106.1,FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke,https://gmgn.ai/sol/address/FAicXNV5FVqtfbpn4Zccs71XcfGeyxBSGbqLDyDJZjke,radiance,radiancebrr,radiance,1,1,0.500,2,2,0.51,0.3,2026-05-10T20:47:40.000Z,2026-05-12T06:41:52.242Z,28902,,0,0,yes,0.3,2026-05-12T06:41:52.242Z,0.0016191743006068221,,,,,,,,,,,,,,yes,,,okx|gmgn,kol|renowned,kol|axiom|padre,bundler|paper_hands,,,,,,no,0,no,0,no,,,
82,B,105.6,B,105.6,73f1cxg7cMM52fdLjKXcadKhi7GWV6MSZkWrdq7w7bNM,https://gmgn.ai/sol/address/73f1cxg7cMM52fdLjKXcadKhi7GWV6MSZkWrdq7w7bNM,枯坐p小将,rob02643673_rob,枯坐p小将,2,2,0.400,5,4,1.72,1.4,2026-05-08T05:28:10.000Z,2026-05-11T05:33:16.181Z,111610,,18.13889277837,0,yes,1.4,2026-05-11T05:33:16.181Z,0.001150741306909577,,,,,,,,,,,,,,yes,,,gmgn,smart_degen,axiom|photon|trojan|gmgn,paper_hands,,,,,,no,0,no,0,no,,,
83,C,105.4,C,105.4,HoE9o1jw6ewCsorWDe3Wz2XtdSogAcGHtunZuLLt3Dms,https://gmgn.ai/sol/address/HoE9o1jw6ewCsorWDe3Wz2XtdSogAcGHtunZuLLt3Dms,zucc,zuccschini,zucc,1,1,0.500,2,2,0.69,1.4,2026-05-10T05:46:54.000Z,2026-05-11T05:33:46.292Z,119579,,-6.2583285049,0,yes,1.4,2026-05-11T05:33:46.292Z,0.0036585150093664262,,,,,,,,,,,,,,yes,,,okx|gmgn,smart_money|smart_degen,,paper_hands,,,,,,no,0,no,0,no,,,
84,C,105.1,C,105.1,HmBmSYwYEgEZuBUYuDs9xofyqBAkw4ywugB1d7R7sTGh,https://gmgn.ai/sol/address/HmBmSYwYEgEZuBUYuDs9xofyqBAkw4ywugB1d7R7sTGh,tobx,TobxG,tobx,1,1,0.167,6,5,1.51,0.3,2026-05-10T23:53:44.000Z,2026-05-12T06:42:34.191Z,119579,,-95.1532039329,0,yes,0.3,2026-05-12T06:42:34.191Z,0.004316661059287821,,,,,,,,,,,,,,yes,,,gmgn|okx,renowned|kol,kol|axiom|photon|wash_trader,bundler|paper_hands,,,,,,no,0,no,0,no,,,
