rank,tier,priority_score,wallet_address,gmgn_url,label,twitter_username,twitter_name,target_sightings,target_tokens,target_share,total_sightings,token_count,sightings_per_day,days_since_last_seen,last_target_seen_iso,last_seen_iso,avg_target_mcap,avg_target_amount_usd,pnl_usd,win_rate,avg_buy_usd,sources,tags,provider_tags,token_tags,manual_rating,manual_notes
63,C,121.2,DphoNsGZMZ1KVDvLitJREiroFeTePL3YogsDKyP28Ztw,https://gmgn.ai/sol/address/DphoNsGZMZ1KVDvLitJREiroFeTePL3YogsDKyP28Ztw,,,,1,1,0.250,4,4,3.82,0,2026-05-10T20:17:41.000Z,2026-05-12T06:42:16.124Z,28902,0,339.08163888587,0,0.015003443262802594,gmgn,smart_degen,fresh_wallet|axiom,bundler|paper_hands,,
64,B,121.1,2xTAbVhrFdHybZnxjkwfkQHLvkRKMfggL641mFKj8xWD,https://gmgn.ai/sol/address/2xTAbVhrFdHybZnxjkwfkQHLvkRKMfggL641mFKj8xWD,,,,2,2,0.500,4,4,4,3.9,2026-05-07T13:19:36.000Z,2026-05-08T08:07:31.503Z,135556,0,-69.90851906294,0,0.0001450789556205059,gmgn,smart_degen,,,,
65,B,121.1,J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz,https://gmgn.ai/sol/address/J2ECnk4MJQ8boxN77ss8fTkQRQxG7JmEUEGbARjxBPaz,,,,2,2,0.500,4,4,4,3.9,2026-05-07T10:50:15.000Z,2026-05-08T08:07:31.502Z,105200,0,-14.84783995322,0,0.0002517131671968409,gmgn,smart_degen,,,,
66,B,120.9,FYsgcNSoqZNcCXsyVvr2NWQToMJUqB2ZbTK7N1E8cqM,https://gmgn.ai/sol/address/FYsgcNSoqZNcCXsyVvr2NWQToMJUqB2ZbTK7N1E8cqM,,,,2,2,0.500,4,4,1.01,0,2026-05-10T20:45:40.000Z,2026-05-12T06:42:32.169Z,74240,0,954.5706244685,0,0.008200087395777293,gmgn,smart_degen,axiom,bundler|paper_hands,,
67,C,120.8,99i9uVA7Q56bY22ajKKUfTZTgTeP5yCtVGsrG9J4pDYQ,https://gmgn.ai/sol/address/99i9uVA7Q56bY22ajKKUfTZTgTeP5yCtVGsrG9J4pDYQ,Zrool 尔,TheRealZrool,Zrool 尔,1,1,0.167,6,5,1.51,0,2026-05-10T20:11:43.000Z,2026-05-12T06:42:32.172Z,28902,0,886.6118740381177,0,0.013012982583800233,gmgn|okx,renowned|kol,kol|axiom|bullx|wash_trader,bundler|transfer_in|paper_hands,,
68,C,120,F5jWYuiDLTiaLYa54D88YbpXgEsA6NKHzWy4SN4bMYjt,https://gmgn.ai/sol/address/F5jWYuiDLTiaLYa54D88YbpXgEsA6NKHzWy4SN4bMYjt,mercy,mercularx,mercy,1,1,0.333,3,3,0.75,0,2026-05-10T05:34:05.000Z,2026-05-12T06:42:34.190Z,119579,0,40796.51145824081,0,0.0020854438962240912,gmgn|okx,renowned|kol,kol|axiom|photon|gmgn,bundler|paper_hands,,
69,C,119.7,7hDYei9f6XznPmGPPNqjSi1wgfeVZs5DZFigzV5rpa5J,https://gmgn.ai/sol/address/7hDYei9f6XznPmGPPNqjSi1wgfeVZs5DZFigzV5rpa5J,,,,1,1,0.333,3,3,3,1,2026-05-10T05:50:05.000Z,2026-05-11T05:33:46.292Z,119579,0,5101.817791277132,0,0.006374116257461653,gmgn,smart_degen,axiom,paper_hands|bundler|transfer_in,,
70,C,119.7,CBPMJkXhbRueZeAXVsCNnU3LSMytigzEzGrsJDY4nTHd,https://gmgn.ai/sol/address/CBPMJkXhbRueZeAXVsCNnU3LSMytigzEzGrsJDY4nTHd,,,,1,1,0.250,4,4,3.82,0,2026-05-10T20:09:52.000Z,2026-05-12T06:42:16.139Z,28902,0,190.17815391996,0,0.00004418327334783118,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,
71,C,119.4,2oYNaFL8ZAy8kKKEBZ6uHY2aCMdujk7LG7ggX2Fm3zBa,https://gmgn.ai/sol/address/2oYNaFL8ZAy8kKKEBZ6uHY2aCMdujk7LG7ggX2Fm3zBa,,,,1,1,0.250,4,4,4,3.9,2026-05-07T03:35:06.000Z,2026-05-08T08:07:29.512Z,131302,0,917.768413728052,0,0.00017404949621965913,gmgn,smart_degen,,,,
72,C,119.4,7gZ3LHoFfxagH81pkn77NpVDVtkgvEEKBhsXFpuXkw9j,https://gmgn.ai/sol/address/7gZ3LHoFfxagH81pkn77NpVDVtkgvEEKBhsXFpuXkw9j,,,,1,1,0.250,4,4,1.37,1,2026-05-11T00:44:04.000Z,2026-05-11T05:33:58.285Z,119579,1619,265.49443701066,0,0.0006180774249489294,gmgn|okx,smart_degen|smart_money,axiom,paper_hands,,
73,C,119.4,AvzzD7SnRHb8Kv8dRk1JFYdWVcNtYhTybk2KbDWKB5ki,https://gmgn.ai/sol/address/AvzzD7SnRHb8Kv8dRk1JFYdWVcNtYhTybk2KbDWKB5ki,我是围棋高手（耐心）,0xweiqigaoshou,我是围棋高手（耐心）,1,1,0.333,3,3,0.76,0,2026-05-08T05:29:44.000Z,2026-05-12T06:42:34.189Z,91917,0,7830.553570100639,0,0.0046898889119247065,gmgn|okx,renowned|kol,kol|gmgn,paper_hands|bundler,,
74,C,119.3,81CvxP9PiF53bQSeJFqMCseTMZ85UuU7chKDmtnZXhNy,https://gmgn.ai/sol/address/81CvxP9PiF53bQSeJFqMCseTMZ85UuU7chKDmtnZXhNy,,,,1,1,0.333,3,3,0.76,0,2026-05-08T05:24:04.000Z,2026-05-12T06:42:34.185Z,91917,0,1080.46634348877,0,0.003357682384399083,gmgn|okx,smart_degen|smart_money,gmgn,bundler,,
75,B,118.7,DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,https://gmgn.ai/sol/address/DPwH9aWrYGSBqMiPNLMW4Hti1k1xgq64t781eycfLCp5,,,,2,2,0.286,7,7,1.77,0,2026-05-08T05:25:01.000Z,2026-05-12T06:42:46.145Z,111610,0,15.89521578915,0,0.0003741957505203047,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,
76,C,118.6,FhaYN5TDH6JGdkAU1q3vvVeWa7Snbz4dAk53g2XMv9go,https://gmgn.ai/sol/address/FhaYN5TDH6JGdkAU1q3vvVeWa7Snbz4dAk53g2XMv9go,,,,1,1,0.250,4,4,4,3.9,2026-05-07T09:57:02.000Z,2026-05-08T08:07:29.507Z,139810,0,694.6832960520851,0,0.0010287978226865716,gmgn,smart_degen,,,,
77,C,118.2,5t9xBNuDdGTGpjaPTx6hKd7sdRJbvtKS8Mhq6qVbo8Qz,https://gmgn.ai/sol/address/5t9xBNuDdGTGpjaPTx6hKd7sdRJbvtKS8Mhq6qVbo8Qz,Smokez,SmokezXBT,Smokez,1,1,0.500,2,2,0.51,0,2026-05-07T03:50:47.000Z,2026-05-12T06:42:34.193Z,148507,0,7174.355483687117,0,0.000566498185491181,gmgn|okx,renowned|kol,kol|photon|trojan,paper_hands|bundler|transfer_in,,
78,B,118,BL9mJiRQkfB9i9tMGZX2tSRFqbZVyXdPRKLyiYxkZbGM,https://gmgn.ai/sol/address/BL9mJiRQkfB9i9tMGZX2tSRFqbZVyXdPRKLyiYxkZbGM,,,,2,2,0.400,5,5,1.71,1,2026-05-10T12:52:08.000Z,2026-05-11T05:33:58.285Z,129695,218,60.78413420855,0,0.00024255136303292209,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,
79,C,118,BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,https://gmgn.ai/sol/address/BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,,,,1,1,0.167,6,6,5.72,0,2026-05-10T15:34:59.000Z,2026-05-12T06:42:46.142Z,119579,0,0,0,0.00041836303070113753,gmgn,smart_degen,axiom|photon,bundler|paper_hands|transfer_in,,
80,B,117.8,4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8,https://gmgn.ai/sol/address/4YzpSZpxDdjNf3unjkCtdWEsz2FL5mok7e5XQaDNqry8,xunle,xunle111,xunle,2,2,1.000,2,2,2,3.9,2026-05-07T19:51:23.000Z,2026-05-08T08:07:21.504Z,105200,0,130.2549303903,0,0.00021964788583297577,gmgn,renowned,kol|gmgn,bundler|paper_hands,,
81,C,117.6,77Uy6sLLggDg9ZB7Yu7xbtCShVTVvJsVNrPdyQFjLVD5,https://gmgn.ai/sol/address/77Uy6sLLggDg9ZB7Yu7xbtCShVTVvJsVNrPdyQFjLVD5,,,,1,1,0.143,7,6,6.68,0,2026-05-10T20:19:42.000Z,2026-05-12T06:42:46.142Z,28902,0,-9.59181438239,0,0.00025822814296005145,gmgn,smart_degen,axiom,bundler|paper_hands,,
82,B,117.4,FdwVhbBQhY9rwF5yaZwVH2SK6jhtxj67idgVrrGgAmKS,https://gmgn.ai/sol/address/FdwVhbBQhY9rwF5yaZwVH2SK6jhtxj67idgVrrGgAmKS,,,,2,2,0.400,5,5,1.26,0,2026-05-10T20:12:15.000Z,2026-05-12T06:42:34.187Z,74240,563,104.06410365643,0,0.004849572738812946,gmgn,smart_degen,axiom,bundler|paper_hands,,
83,B,116.8,8Xnit4gf2R5cA3XE6KobuyWjiPfTptsJxN7rrAu8YbiW,https://gmgn.ai/sol/address/8Xnit4gf2R5cA3XE6KobuyWjiPfTptsJxN7rrAu8YbiW,,,,2,2,0.667,3,3,0.75,0,2026-05-08T06:30:16.000Z,2026-05-12T06:42:32.169Z,109454,95,282.68599811212,0,0.000004072439420589821,gmgn,smart_degen,,bundler,,
84,C,116.5,23RC8CTjZ6VRsFN6eEJaNNaG1Q5pj55H23Sh1phBvZud,https://gmgn.ai/sol/address/23RC8CTjZ6VRsFN6eEJaNNaG1Q5pj55H23Sh1phBvZud,,,,1,1,0.250,4,4,3.82,0,2026-05-10T10:54:06.000Z,2026-05-12T06:42:34.186Z,119579,0,54.592204254230616,0,0.0009717316798957433,gmgn,smart_degen,padre,bundler|paper_hands,,
85,B,116.1,G4dZH7s2KZz1DJk1eJcsAAmMqtPrmeT2dbgrz5UNMYxq,https://gmgn.ai/sol/address/G4dZH7s2KZz1DJk1eJcsAAmMqtPrmeT2dbgrz5UNMYxq,,,,2,2,0.222,9,8,2.26,0,2026-05-10T05:18:07.000Z,2026-05-12T06:42:16.139Z,125441,566,-85.634479692,0,0.00041245922570116045,gmgn,smart_degen,axiom,bundler|paper_hands,,
86,C,116,9DdgHe2XoJF2B95z6uGurSjsLqT9EzBzm6BUsDR6D2PJ,https://gmgn.ai/sol/address/9DdgHe2XoJF2B95z6uGurSjsLqT9EzBzm6BUsDR6D2PJ,,,,1,1,0.167,6,5,5.72,0,2026-05-10T06:23:01.000Z,2026-05-12T06:42:46.145Z,119579,0,-6.71678223359,0,0.00003391058511801131,gmgn,smart_degen,padre,bundler|paper_hands,,
87,B,116,Bapcdwy318WjUcQhUiZWgUksdZpRSWWWsXfvWKf31nH9,https://gmgn.ai/sol/address/Bapcdwy318WjUcQhUiZWgUksdZpRSWWWsXfvWKf31nH9,,,,2,2,0.500,4,4,1.37,1,2026-05-07T19:42:37.000Z,2026-05-11T05:33:58.284Z,139905,0,85.57501444092,0,0.0005767644327149075,gmgn,smart_degen,axiom,bundler|paper_hands,,
88,C,115.4,7D5pYnh8TAEkfzENsPDWMhBPoLjFkcS7ayCNnoX7fr1R,https://gmgn.ai/sol/address/7D5pYnh8TAEkfzENsPDWMhBPoLjFkcS7ayCNnoX7fr1R,,,,1,1,0.333,3,3,2.86,0,2026-05-10T08:47:29.000Z,2026-05-12T06:42:32.169Z,119579,0,821.4686921692341,0,0.0035797739167373237,gmgn,smart_degen,bullx|gmgn,bundler|paper_hands,,
89,C,114.8,2g7ucyLawrQ9FZJv22xYZJwsY3DTLHxVnkEqXooUVWyt,https://gmgn.ai/sol/address/2g7ucyLawrQ9FZJv22xYZJwsY3DTLHxVnkEqXooUVWyt,,,,1,1,0.200,5,5,4.77,0,2026-05-10T05:18:07.000Z,2026-05-12T06:42:34.186Z,119579,0,-145.53456008118,0,0.00676778738534182,gmgn,smart_degen,axiom,bundler|paper_hands,,
90,B,114.8,FJTe17tm2ofTRUsnw4TN6nSQSjYhfaw6wFGZRQJDdBZN,https://gmgn.ai/sol/address/FJTe17tm2ofTRUsnw4TN6nSQSjYhfaw6wFGZRQJDdBZN,,,,2,1,1.000,2,1,2,3.9,2026-05-08T08:02:18.000Z,2026-05-08T08:08:34.974Z,138073,0,551.9573547817814,0.481481,53.72458131812777,okx,smart_money,,,,
91,C,114.5,B2fon4BhWGNnUAyqWafLDtZof9kjL8nEBrdgP97WQcuX,https://gmgn.ai/sol/address/B2fon4BhWGNnUAyqWafLDtZof9kjL8nEBrdgP97WQcuX,,,,1,1,0.333,3,3,3,3.9,2026-05-07T19:32:55.000Z,2026-05-08T08:07:29.509Z,139810,0,3683.99696050577,0,0.003362751986668055,gmgn,smart_degen,,,,
92,B,114.1,FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,https://gmgn.ai/sol/address/FjE4fajsdxowAohNztHL5MTgUEpNbuSR3QZK6tDVfh5t,,,,2,2,0.667,3,3,3,3.9,2026-05-07T18:06:42.000Z,2026-05-08T08:07:29.507Z,105200,0,-4.31056919511,0,0.0004705159175556129,gmgn,smart_degen,,,,
93,C,114,BQVz7fQ1WsQmSTMY3umdPEPPTm1sdcBcX9sP7o6kPRmB,https://gmgn.ai/sol/address/BQVz7fQ1WsQmSTMY3umdPEPPTm1sdcBcX9sP7o6kPRmB,Limfork.eth,Limfork,Limfork.eth,1,1,0.333,3,3,0.76,0,2026-05-07T12:35:57.000Z,2026-05-12T06:42:34.190Z,79098,0,970.50099768175,0,0.0045862373019214114,gmgn|okx,renowned|kol,kol|axiom|bullx,bundler|paper_hands,,
94,C,113.7,65kmABTfVidnwPzs5bfeyptpM2ewkkNewnJK6QwUSKXE,https://gmgn.ai/sol/address/65kmABTfVidnwPzs5bfeyptpM2ewkkNewnJK6QwUSKXE,,,,1,1,0.250,4,4,3.82,0,2026-05-10T05:34:02.000Z,2026-05-12T06:42:46.145Z,119579,0,18.18017716417,0,0.00031207290312380045,gmgn,smart_degen,axiom|padre,bundler|paper_hands,,
95,C,113.4,99QbDV2M2x2ovjWgEDTdjVkJRi7BJkALSyYmTvBo7rpg,https://gmgn.ai/sol/address/99QbDV2M2x2ovjWgEDTdjVkJRi7BJkALSyYmTvBo7rpg,,,,1,1,0.250,4,4,4,3.9,2026-05-07T02:39:39.000Z,2026-05-08T08:07:29.509Z,131302,0,91.04111980579,0,0.000019699871753248045,gmgn,smart_degen,,,,
96,B,113.1,73f1cxg7cMM52fdLjKXcadKhi7GWV6MSZkWrdq7w7bNM,https://gmgn.ai/sol/address/73f1cxg7cMM52fdLjKXcadKhi7GWV6MSZkWrdq7w7bNM,枯坐p小将,rob02643673_rob,枯坐p小将,2,2,0.400,5,4,1.72,1,2026-05-08T05:28:10.000Z,2026-05-11T05:33:16.181Z,111610,0,18.13889277837,0,0.001150741306909577,gmgn,smart_degen,axiom|photon|trojan|gmgn,paper_hands,,
97,C,112.9,2W14ahXD3XBfWJchQ4K5NLXmguWWcTTUTuHDhEzeuvP3,https://gmgn.ai/sol/address/2W14ahXD3XBfWJchQ4K5NLXmguWWcTTUTuHDhEzeuvP3,Veloce,VeloceSVJ,Veloce,1,1,0.500,2,2,0.51,0,2026-05-10T05:32:34.000Z,2026-05-12T06:42:34.191Z,119579,0,932.02458429214,0,0.0014044692420894435,okx|gmgn,kol|renowned,kol|axiom|gmgn,bundler|paper_hands,,
98,C,112.6,A1wRAMAQLuCfAQNUjnAa2Q4Ci5CQv2fGmhtSooGvBAaW,https://gmgn.ai/sol/address/A1wRAMAQLuCfAQNUjnAa2Q4Ci5CQv2fGmhtSooGvBAaW,,,,1,1,0.333,3,3,3,1,2026-05-10T21:16:56.000Z,2026-05-11T05:33:46.296Z,119579,0,341.50037200726,0,0.008937371955476626,gmgn,smart_degen,axiom|bullx,bundler|paper_hands,,
99,C,111.6,Br7KBAcGQ3shoHaTuFrvbkGTxv4oSiMLKMmyVpaXar1t,https://gmgn.ai/sol/address/Br7KBAcGQ3shoHaTuFrvbkGTxv4oSiMLKMmyVpaXar1t,,,,1,1,0.500,2,2,1.91,0,2026-05-10T06:20:33.000Z,2026-05-12T06:42:34.187Z,119579,0,2442.47028613289,0,0.0003676109880395506,gmgn,smart_degen,axiom,bundler|paper_hands,,
100,B,111.5,6Dt9J7TXM3eqyQBAZMbGJCV6VsP13WVStwPJnLPFtw2Y,https://gmgn.ai/sol/address/6Dt9J7TXM3eqyQBAZMbGJCV6VsP13WVStwPJnLPFtw2Y,,,,2,2,0.667,3,3,1.03,1,2026-05-10T20:52:08.000Z,2026-05-11T05:33:34.162Z,15143,0,28.97886213525,0,0.0002939344568655696,gmgn,smart_degen,trojan|gmgn,bundler,,
101,B,111.3,J6kZjUBfRhgxXjcQWTyLJimZWKHT4evAJSmhN9rHAQkr,https://gmgn.ai/sol/address/J6kZjUBfRhgxXjcQWTyLJimZWKHT4evAJSmhN9rHAQkr,,,,2,2,0.667,3,3,1.03,1,2026-05-10T15:32:19.000Z,2026-05-11T05:33:34.161Z,15143,0,26.60729254129,0,0.00011558134421095285,gmgn,smart_degen,axiom,bundler|paper_hands,,
102,C,110.8,3QELEdPBiyzRVNh2bnKbsnXgKfQdmSjg5pscoRJHDb9k,https://gmgn.ai/sol/address/3QELEdPBiyzRVNh2bnKbsnXgKfQdmSjg5pscoRJHDb9k,,,,1,1,0.200,5,5,1.72,1,2026-05-07T05:08:19.000Z,2026-05-11T05:33:58.284Z,131302,0,4617.4405317291,0,0.000026510851132486276,gmgn,smart_degen,axiom,bundler|paper_hands|transfer_in,,
103,C,110.7,2nhqxaPjXQM7jmGP4pk4D5gXdmPtAbZGnNBGDcyqHS73,https://gmgn.ai/sol/address/2nhqxaPjXQM7jmGP4pk4D5gXdmPtAbZGnNBGDcyqHS73,,,,1,1,0.200,5,5,5,3.9,2026-05-08T06:17:14.000Z,2026-05-08T08:07:33.543Z,91917,0,-29.70545400467,0,0.00014712708946274818,gmgn,smart_degen,,,,
104,C,110.5,7fnSsVNgKwnyPayW4oBP9MNFc5YeTtqEyEhT1Psjqakw,https://gmgn.ai/sol/address/7fnSsVNgKwnyPayW4oBP9MNFc5YeTtqEyEhT1Psjqakw,,,,1,1,0.167,6,6,1.51,0,2026-05-10T20:13:15.000Z,2026-05-12T06:42:34.187Z,28902,0,2547.24872316785,0,0.002866917108321926,gmgn,smart_degen,axiom,bundler|paper_hands,,
105,C,110.5,Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,https://gmgn.ai/sol/address/Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,theo,theonomix,theo,1,1,0.250,4,4,1.01,0,2026-05-07T02:29:37.000Z,2026-05-12T06:42:46.148Z,131302,0,94.33030828864,0,0.000005396851971359397,gmgn|okx,renowned|kol,kol|axiom|photon|gmgn|padre,bundler|paper_hands|sniper,,
106,B,110.5,mh9XHevMtp3jpKx3nw4YwTcDYdWF2xUqk2johRAaSWs,https://gmgn.ai/sol/address/mh9XHevMtp3jpKx3nw4YwTcDYdWF2xUqk2johRAaSWs,,,,2,2,0.400,5,5,1.71,1,2026-05-10T20:45:40.000Z,2026-05-11T05:34:06.309Z,74240,0,2.48186991643,0,0.0002088112570329388,gmgn,smart_degen,axiom,bundler|paper_hands,,
107,C,110.2,4BRiPjfVeAehyxMw78Cw9Jsa8NMwy8TBgJ1RNMGcexpA,https://gmgn.ai/sol/address/4BRiPjfVeAehyxMw78Cw9Jsa8NMwy8TBgJ1RNMGcexpA,,,,1,1,0.333,3,3,3,3.9,2026-05-07T13:39:35.000Z,2026-05-08T08:07:21.502Z,131302,0,713.42793221143,0,0.00008175204878711568,gmgn,smart_degen,,,,
108,C,110,2fnp6XUrJea36F4bGR7him4zS4Tg8FE17hgKgQWSuPP7,https://gmgn.ai/sol/address/2fnp6XUrJea36F4bGR7him4zS4Tg8FE17hgKgQWSuPP7,,,,1,1,0.333,3,3,3,3.9,2026-05-07T13:39:35.000Z,2026-05-08T08:07:21.504Z,131302,1818,666.42999456157,0,0.00008679325532943845,gmgn,smart_degen,,,,
109,C,110,FG8JjLyvhfuB7eFQPL7Dc4MzfTpeXx4fPm3YGQRGeG9K,https://gmgn.ai/sol/address/FG8JjLyvhfuB7eFQPL7Dc4MzfTpeXx4fPm3YGQRGeG9K,,,,1,1,0.200,5,5,1.72,1,2026-05-07T03:29:52.000Z,2026-05-11T05:33:58.281Z,131302,0,3461.3612427721196,0,0.00003572809757966395,gmgn,smart_degen,axiom,bundler|paper_hands,,
110,C,110,GV3xVMBcrHoUaq9daSkff9byhq1eiHjbC5z6dbdTEUpA,https://gmgn.ai/sol/address/GV3xVMBcrHoUaq9daSkff9byhq1eiHjbC5z6dbdTEUpA,,,,1,1,0.333,3,3,3,3.9,2026-05-07T22:09:08.000Z,2026-05-08T08:07:29.513Z,79098,0,659.03392272775,0,0.00009605843174651439,gmgn,smart_degen,,,,
111,C,109.7,8aXuJ2X76cDF2wfWWfyzGnscbomZt3w15b2vqaPGpCE,https://gmgn.ai/sol/address/8aXuJ2X76cDF2wfWWfyzGnscbomZt3w15b2vqaPGpCE,,,,1,1,0.333,3,2,2.86,0,2026-05-10T05:29:12.000Z,2026-05-12T06:42:32.171Z,119579,0,197.68337574993,0,0.00010675703601384099,gmgn,smart_degen,axiom,bundler|paper_hands,,
112,C,109.5,2tWpE5K6ZuUHQY5vWn8neT5EQVuCUdbC3hhyjJEHUHRm,https://gmgn.ai/sol/address/2tWpE5K6ZuUHQY5vWn8neT5EQVuCUdbC3hhyjJEHUHRm,,,,1,1,0.333,3,3,3,1,2026-05-11T03:43:47.000Z,2026-05-11T05:33:46.293Z,119579,905,103.58594219376391,0,0.0031966896775344144,gmgn,smart_degen,,,,
113,C,109.4,47VviWP4qb2QzkZowgoCFmzrZN5RojgkV1A2VSJWiukE,https://gmgn.ai/sol/address/47VviWP4qb2QzkZowgoCFmzrZN5RojgkV1A2VSJWiukE,,,,1,1,0.333,3,3,3,3.9,2026-05-07T05:29:25.000Z,2026-05-08T08:07:29.509Z,139810,0,524.51530443392,0,0.0018208907761181837,gmgn,smart_degen,,,,
114,C,108.3,8wq2nhV9YaqTtX3aPMdtmhYrzQyoQCdFpWFNqpySux94,https://gmgn.ai/sol/address/8wq2nhV9YaqTtX3aPMdtmhYrzQyoQCdFpWFNqpySux94,,,,1,1,0.143,7,6,1.76,0,2026-05-10T20:13:15.000Z,2026-05-12T06:42:34.187Z,28902,0,599.48029763639,0,0.003177982234462318,gmgn,smart_degen,axiom,bundler|paper_hands,,
115,C,108.1,39RBACr1ijDzQwDUbWBv4cRoDKGxWwCxdJ9udA8Jhu6W,https://gmgn.ai/sol/address/39RBACr1ijDzQwDUbWBv4cRoDKGxWwCxdJ9udA8Jhu6W,,,,1,1,0.167,6,5,1.52,0,2026-05-10T05:47:20.000Z,2026-05-12T06:42:34.186Z,119579,0,-20.80181463353,0,0.003713751165949373,okx|gmgn,smart_money|smart_degen,padre,paper_hands|bundler,,
116,B,108.1,71pAfN1nJhcLaezSRYvwdsNFE9PnY9hNfcxB4nZ1gdAp,https://gmgn.ai/sol/address/71pAfN1nJhcLaezSRYvwdsNFE9PnY9hNfcxB4nZ1gdAp,,,,3,2,1.000,3,2,3,3.9,2026-05-08T08:07:17.000Z,2026-05-08T08:08:34.962Z,142975,0,-3.94257918716287,,,okx,smart_money,,,,
117,C,107,DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,https://gmgn.ai/sol/address/DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,ozark,ohzarke,ozark,1,1,0.333,3,3,3,3.9,2026-05-07T06:13:16.000Z,2026-05-08T08:07:21.505Z,131302,0,1398.3751000687914,0,0.0002549070508598524,gmgn,renowned,kol|axiom|bullx,bundler|paper_hands|transfer_in,,
118,C,106.7,9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,https://gmgn.ai/sol/address/9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,Nach,NachSOL,Nach,1,1,0.143,7,6,1.76,0,2026-05-10T22:30:11.000Z,2026-05-12T06:42:34.192Z,119579,1332,-537.0258086557,0,0.0005549245361809518,gmgn|okx,renowned|kol,kol|axiom|photon|gmgn,bundler|paper_hands|top_holder,,
119,C,106.7,Bb3cbhXKyHuMv1QQ34SMfhT7QBiZM7ET8udpEcpZGWdR,https://gmgn.ai/sol/address/Bb3cbhXKyHuMv1QQ34SMfhT7QBiZM7ET8udpEcpZGWdR,,,,1,1,0.500,2,2,1.91,0,2026-05-10T10:52:49.000Z,2026-05-12T06:42:34.187Z,119579,0,378.40920301622,0,0.0038996373602804787,gmgn,smart_degen,axiom,bundler|paper_hands,,
120,C,106.3,8DRCemD4qoWjE6YF3oqqRNbZghrK19gKbZ7F6xzEMts,https://gmgn.ai/sol/address/8DRCemD4qoWjE6YF3oqqRNbZghrK19gKbZ7F6xzEMts,,,,1,1,0.500,2,2,1.91,0,2026-05-10T06:49:33.000Z,2026-05-12T06:42:34.186Z,119579,0,317.90896431589,0,0.0031232239727381436,gmgn,smart_degen,axiom,bundler|paper_hands,,
121,C,106.3,DknQuSA3PvfcuNiF46mJDE4fX6HPNkJKXovRfkV2eqoR,https://gmgn.ai/sol/address/DknQuSA3PvfcuNiF46mJDE4fX6HPNkJKXovRfkV2eqoR,,,,1,1,0.500,2,2,2,3.9,2026-05-07T02:52:58.000Z,2026-05-08T08:07:29.508Z,131302,0,2327.317333538272,0,0.002415333303488492,gmgn,smart_degen,,,,
122,C,105.9,CDL22EuTKoWeXpiStMWu9pLqLNSn5NkMG3nKoz1YRVUf,https://gmgn.ai/sol/address/CDL22EuTKoWeXpiStMWu9pLqLNSn5NkMG3nKoz1YRVUf,Thokani 🕊️,thokani,Thokani 🕊️,1,1,0.250,4,4,4,1,2026-05-10T20:15:30.000Z,2026-05-11T05:34:06.310Z,28902,0,-477.11309649672,0,0.00023593254316402074,gmgn,smart_degen,padre|fomo,bundler|paper_hands,,
123,C,105.9,Hb9SqR4DU79HbZ4EBRpfgFREvea6hxgScjxKvojzA3EV,https://gmgn.ai/sol/address/Hb9SqR4DU79HbZ4EBRpfgFREvea6hxgScjxKvojzA3EV,,,,1,1,0.250,4,4,4,1,2026-05-10T06:56:25.000Z,2026-05-11T05:33:50.226Z,119579,0,-6.21819933742,0,0.00011911037441408649,gmgn,smart_degen,fresh_wallet|axiom|padre,paper_hands|bundler,,
124,B,105.3,1aC2FgH1tujX87Bv9yMVbda2sPiRDNCsjMJoJjw3n6C,https://gmgn.ai/sol/address/1aC2FgH1tujX87Bv9yMVbda2sPiRDNCsjMJoJjw3n6C,,,,2,2,0.400,5,5,1.26,0,2026-05-10T21:17:04.000Z,2026-05-12T06:42:36.124Z,125441,0,-9.23585531868,0,0.00008348367046194768,gmgn,smart_degen,axiom,paper_hands,,
125,B,105.3,55ZQuSoWHxHkCxzZvU4QP6FyNAcc6y62d3FKiEghPzAH,https://gmgn.ai/sol/address/55ZQuSoWHxHkCxzZvU4QP6FyNAcc6y62d3FKiEghPzAH,,,,2,2,0.400,5,5,1.26,0,2026-05-10T20:19:14.000Z,2026-05-12T06:42:46.145Z,54000,0,-10.92382844212,0,0.00019705581298941284,gmgn,smart_degen,axiom,bundler|paper_hands,,
